full_tax	verbatimIdentification	old_taxonRank	old name	scientificName	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Porpita;Porpita_porpita;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Porpita;Porpita_porpita;		aphiaID	Porpita porpita	urn:lsid:marinespecies.org:taxname:117831	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Porpitidae	Porpita	Species
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Craspedida;Monosigidae_Group_B;Monosigidae_Group_B_X;Monosigidae_Group_B_X_sp.;	Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Craspedida;Monosigidae_Group_B;Monosigidae_Group_B_X;Monosigidae_Group_B_X_sp.;	order	Craspedida	Craspedida	urn:lsid:marinespecies.org:taxname:581514	Protozoa	Choanozoa	Choanoflagellatea	Craspedida			Order
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_sp.;	species	Gyrodinium	Gyrodinium	urn:lsid:marinespecies.org:taxname:109476	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gyrodiniaceae	Gyrodinium	Genus
Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Diplonemidae;Diplonema;Diplonema_sp.;	Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Diplonemidae;Diplonema;Diplonema_sp.;	family	Diplonemidae	Diplonemidae	urn:lsid:marinespecies.org:taxname:1736280	Protozoa	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae		Family
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;Karlodinium_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;Karlodinium_sp.;	species	Karlodinium	Karlodinium	urn:lsid:marinespecies.org:taxname:231789	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Genus
Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiophyceae_Clade_E;Prymnesiophyceae_Clade_E_X;Prymnesiophyceae_Clade_E_XX;Prymnesiophyceae_Clade_E_XX_sp.;	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiophyceae_Clade_E;Prymnesiophyceae_Clade_E_X;Prymnesiophyceae_Clade_E_XX;Prymnesiophyceae_Clade_E_XX_sp.;	division	Haptophyta	Haptophyta	urn:lsid:marinespecies.org:taxname:369190	Chromista	Haptophyta					Phylum
Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Aureobasidium;Aureobasidium_pullulans;	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Aureobasidium;Aureobasidium_pullulans;	genus	Aureobasidium	Aureobasidium	urn:lsid:marinespecies.org:taxname:146415	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria_sp.;	Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Fragilariales;Fragilariaceae;Fragilaria;Fragilaria_sp.;	species	Fragilaria	Fragilaria	urn:lsid:marinespecies.org:taxname:149028	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	Genus
Eukaryota;TSAR;Rhizaria;Radiolaria;Acantharea;Acantharea_4;Acantharea_4a;Acantharea_4a_X;Acantharea_4a_X_sp.;	Eukaryota;TSAR;Rhizaria;Radiolaria;Acantharea;Acantharea_4;Acantharea_4a;Acantharea_4a_X;Acantharea_4a_X_sp.;	division	Rhizaria	Rhizaria	urn:lsid:marinespecies.org:taxname:582420	Chromista						Infrakingdom
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_spinifera;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_spinifera;		aphiaID	Gonyaulax spinifera	urn:lsid:marinespecies.org:taxname:110041	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Species
Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-8;MAST-8C;MAST-8C_sp.;	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-8;MAST-8C;MAST-8C_sp.;	class	Sagenista	Sagenista	urn:lsid:marinespecies.org:taxname:449152	Chromista	Bigyra					Subphylum
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales	order	Pyramimonadales	Pyramimonadales	urn:lsid:marinespecies.org:taxname:17330	Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales			Order
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Cryothecomonas-lineage;Cryothecomonas;Cryothecomonas_sp.;	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Cryothecomonas-lineage;Cryothecomonas;Cryothecomonas_sp.;	species	Cryothecomonas	Cryothecomonas	urn:lsid:marinespecies.org:taxname:118011	Chromista	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_rubrum;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_rubrum;		aphiaID	Gyrodinium rubrum	urn:lsid:marinespecies.org:taxname:628278	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gyrodiniaceae	Gyrodinium	Species
Eukaryota;TSAR;Rhizaria;Cercozoa;Phaeodarea;Phaeogromida;Challengeriidae;Protocystis	Eukaryota;TSAR;Rhizaria;Cercozoa;Phaeodarea;Phaeogromida;Challengeriidae;Protocystis	genus	Protocystis	Protocystis	urn:lsid:marinespecies.org:taxname:345907	Chromista	Cercozoa	Thecofilosea	Phaeogromida	Challengeridae	Protocystis	Genus
Eukaryota;Obazoa;Apusomonada;Apusomonada_X;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Amastigomonas;Amastigomonas_sp.;	Eukaryota;Obazoa;Apusomonada;Apusomonada_X;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Amastigomonas;Amastigomonas_sp.;	species	Amastigomonas	Amastigomonas	urn:lsid:marinespecies.org:taxname:103425	Protozoa	Sulcozoa	Apusomonadea	Apusomonadida	Apusomonadidae	Amastigomonas	Genus
Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Medicago;Medicago_sativa;	Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Medicago;Medicago_sativa;		aphiaID	Medicago sativa	urn:lsid:marinespecies.org:taxname:993802	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos	genus	Tripos	Tripos	urn:lsid:marinespecies.org:taxname:494057	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta	family	Insecta	Insecta	urn:lsid:marinespecies.org:taxname:1307	Animalia	Arthropoda	Hexapoda				Subclass
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-39;Dino-Group-II-Clade-39_X;Dino-Group-II-Clade-39_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-39;Dino-Group-II-Clade-39_X;Dino-Group-II-Clade-39_X_sp.;	class	Syndiniales	Syndiniales	urn:lsid:marinespecies.org:taxname:146213	Chromista	Myzozoa	Dinophyceae	Syndiniales			Order
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Ventrifissuridae;Ventrifissuridae_X;Ventrifissuridae_X_sp.;	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Ventrifissuridae;Ventrifissuridae_X;Ventrifissuridae_X_sp.;	family	Ventrifissuridae	Ventrifissuridae	urn:lsid:marinespecies.org:taxname:1737154	Chromista	Cercozoa	Thecofilosea	Ventricleftida	Ventrifissuridae		Family
Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_leadbeateri;	Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_leadbeateri;		aphiaID	Chrysochromulina leadbeateri	urn:lsid:marinespecies.org:taxname:246591	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Species
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Craspedida;Monosigidae_Group_A;Monosigidae_Group_A_X;Monosigidae_Group_A_X_sp.;	Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Craspedida;Monosigidae_Group_A;Monosigidae_Group_A_X;Monosigidae_Group_A_X_sp.;	order	Craspedida	Craspedida	urn:lsid:marinespecies.org:taxname:581514	Protozoa	Choanozoa	Choanoflagellatea	Craspedida			Order
Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Dictyochales;Dictyocha;Dictyocha_sp.;	Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Dictyochales;Dictyocha;Dictyocha_sp.;	species	Dictyocha	Dictyocha	urn:lsid:marinespecies.org:taxname:157258	Chromista	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae	Dictyocha	Genus
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida	order	Cryomonadida	Cryomonadida	urn:lsid:marinespecies.org:taxname:591251	Chromista	Cercozoa	Thecofilosea	Cryomonadida			Order
Eukaryota;TSAR;Stramenopiles;Gyrista;Bolidophyceae;Parmales;Triparmaceae;Triparma;Triparma_eleuthera;	Eukaryota;TSAR;Stramenopiles;Gyrista;Bolidophyceae;Parmales;Triparmaceae;Triparma;Triparma_eleuthera;		aphiaID	Triparma eleuthera	urn:lsid:marinespecies.org:taxname:1373543	Chromista	Ochrophyta	Bolidophyceae	Parmales	Triparmaceae	Triparma	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Skeletonemaceae;Skeletonema;Skeletonema_tropicum;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Skeletonemaceae;Skeletonema;Skeletonema_tropicum;	genus	Skeletonema	Skeletonema	urn:lsid:marinespecies.org:taxname:149073	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Genus
Eukaryota;TSAR;Stramenopiles;Stramenopiles_X;Stramenopiles_X-Group-7;Stramenopiles_X-Group-7_X;Stramenopiles_X-Group-7_XX;Stramenopiles_X-Group-7_XXX;Stramenopiles_X-Group-7_XXX_sp.;	Eukaryota;TSAR;Stramenopiles;Stramenopiles_X;Stramenopiles_X-Group-7;Stramenopiles_X-Group-7_X;Stramenopiles_X-Group-7_XX;Stramenopiles_X-Group-7_XXX;Stramenopiles_X-Group-7_XXX_sp.;	supergroup	TSAR	Biota	urn:lsid:marinespecies.org:taxname:1							
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_affine;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_affine;		aphiaID	Alexandrium affine	urn:lsid:marinespecies.org:taxname:109707	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Heteromastus;Heteromastus_filiformis;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Heteromastus;Heteromastus_filiformis;		aphiaID	Heteromastus filiformis	urn:lsid:marinespecies.org:taxname:129884	Animalia	Annelida	Polychaeta		Capitellidae	Heteromastus	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Fragilidium;Fragilidium_mexicanum;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Fragilidium;Fragilidium_mexicanum;	genus	Fragilidium	Fragilidium	urn:lsid:marinespecies.org:taxname:109468	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrophacaceae	Fragilidium	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Diarthrodes;Diarthrodes_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Diarthrodes;Diarthrodes_sp.;	species	Diarthrodes	Diarthrodes	urn:lsid:marinespecies.org:taxname:115460	Animalia	Arthropoda	Copepoda	Harpacticoida	Dactylopusiidae	Diarthrodes	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Zooxanthella;Zooxanthella_nutricula;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Zooxanthella;Zooxanthella_nutricula;		aphiaID	Zooxanthella nutricula	urn:lsid:marinespecies.org:taxname:658329	Chromista	Myzozoa	Dinophyceae	Suessiales	Symbiodiniaceae	Zooxanthella	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira_allenii;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira_allenii;	genus	Thalassiosira	Thalassiosira	urn:lsid:marinespecies.org:taxname:148912	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Genus
Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Colpodellaceae;Colpodella;Colpodella_sp.;	Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Colpodellaceae;Colpodella;Colpodella_sp.;	species	Colpodella	Colpodella	urn:lsid:marinespecies.org:taxname:103341	Chromista	Myzozoa	Apicomonadea	Colpodellida		Colpodella	Genus
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Nephroselmidophyceae;Nephroselmidales;Nephroselmidales_X;Nephroselmis;Nephroselmis_astigmatica;	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Nephroselmidophyceae;Nephroselmidales;Nephroselmidales_X;Nephroselmis;Nephroselmis_astigmatica;		aphiaID	Nephroselmis astigmatica	urn:lsid:marinespecies.org:taxname:376683	Plantae	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	Nephroselmidaceae	Nephroselmis	Species
Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Malassezia;Malassezia_sympodialis;	Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Malassezia;Malassezia_sympodialis;	order	Ustilaginomycotina	Ustilaginomycotina	urn:lsid:marinespecies.org:taxname:437295	Fungi	Basidiomycota					Subphylum (Subdivision)
Eukaryota;TSAR;Stramenopiles;Gyrista;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Aureococcus;Aureococcus_anophagefferens;	Eukaryota;TSAR;Stramenopiles;Gyrista;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Aureococcus;Aureococcus_anophagefferens;		aphiaID	Aureococcus anophagefferens	urn:lsid:marinespecies.org:taxname:375699	Chromista	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	Species
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Tintinnidae	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Tintinnidae	family	Tintinnidae	Tintinnidae	urn:lsid:marinespecies.org:taxname:183533	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Tintinnidae		Family
Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista	class	Sagenista	Sagenista	urn:lsid:marinespecies.org:taxname:449152	Chromista	Bigyra					Subphylum
Eukaryota;TSAR;Stramenopiles;Gyrista;Coscinodiscophyceae;Corethrales;Corethraceae;Corethron;Corethron_hystrix;	Eukaryota;TSAR;Stramenopiles;Gyrista;Coscinodiscophyceae;Corethrales;Corethraceae;Corethron;Corethron_hystrix;	genus	Corethron	Corethron	urn:lsid:marinespecies.org:taxname:149109	Chromista	Bacillariophyta	Bacillariophyceae	Corethrales	Corethraceae	Corethron	Genus
Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida	Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida	order	Rotaliida	Rotaliida	urn:lsid:marinespecies.org:taxname:163158	Chromista	Foraminifera	Globothalamea	Rotaliida			Order
Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Brassica;Brassica_rapa;	Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Brassica;Brassica_rapa;	genus	Brassica	Brassica	urn:lsid:marinespecies.org:taxname:993757	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Thelepus;Thelepus_crispus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Thelepus;Thelepus_crispus;		aphiaID	Thelepus crispus	urn:lsid:marinespecies.org:taxname:332560	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Thelepus	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;Ansanella;Ansanella_granifera;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;Ansanella;Ansanella_granifera;		aphiaID	Ansanella granifera	urn:lsid:marinespecies.org:taxname:840753	Chromista	Myzozoa	Dinophyceae	Suessiales	Suessiaceae	Ansanella	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Ptychogastria;Ptychogastria_polaris;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Ptychogastria;Ptychogastria_polaris;		aphiaID	Ptychogastria polaris	urn:lsid:marinespecies.org:taxname:117846	Animalia	Cnidaria	Hydrozoa	Trachymedusae	Ptychogastriidae	Ptychogastria	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Urochordata;Urochordata_X;Ascidiacea;Styela	Eukaryota;Obazoa;Opisthokonta;Metazoa;Urochordata;Urochordata_X;Ascidiacea;Styela	genus	Styela	Styela	urn:lsid:marinespecies.org:taxname:103543	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela	Genus
Eukaryota;TSAR;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsida_XXX;Perkinsida_XXX_sp.;	Eukaryota;TSAR;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsida_XXX;Perkinsida_XXX_sp.;	class	Perkinsida	Perkinsida	urn:lsid:marinespecies.org:taxname:591142	Chromista	Myzozoa	Perkinsea	Perkinsida			Order
Eukaryota;TSAR;Rhizaria;Cercozoa;Phaeodarea;Phaeoconchida;Conchariidae;Conchellium;Conchellium_capsula;	Eukaryota;TSAR;Rhizaria;Cercozoa;Phaeodarea;Phaeoconchida;Conchariidae;Conchellium;Conchellium_capsula;	order	Phaeoconchida	Phaeoconchida	urn:lsid:marinespecies.org:taxname:367369	Chromista	Cercozoa	Thecofilosea	Phaeoconchida			Order
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Phascolion;Phascolion_strombus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Phascolion;Phascolion_strombus;	genus	Phascolion	Phascolion	urn:lsid:marinespecies.org:taxname:136025	Animalia	Annelida		Sipuncula	Golfingiidae	Phascolion	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Thoracosphaeraceae_X;Thoracosphaeraceae_X_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Thoracosphaeraceae_X;Thoracosphaeraceae_X_sp.;	family	Thoracosphaeraceae	Thoracosphaeraceae	urn:lsid:marinespecies.org:taxname:109438	Chromista	Myzozoa	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae		Family
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum_panamense;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum_panamense;	species	Prorocentrum panamense	Prorocentrum panamense	urn:lsid:marinespecies.org:taxname:232344	Chromista	Myzozoa	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Mediophyceae_X;Mediophyceae_XX;Mediophyceae_XXX;Mediophyceae_XXX_sp.;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Mediophyceae_X;Mediophyceae_XX;Mediophyceae_XXX;Mediophyceae_XXX_sp.;	supergroup	TSAR	Biota	urn:lsid:marinespecies.org:taxname:1							
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Euplotia;Uronychiidae;Uronychia	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Euplotia;Uronychiidae;Uronychia	genus	Uronychia	Uronychia	urn:lsid:marinespecies.org:taxname:341364	Chromista	Ciliophora	Spirotrichea	Euplotida	Uronychiidae	Uronychia	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Metasychis;Metasychis_disparidentata;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Metasychis;Metasychis_disparidentata;	genus	Metasychis	Metasychis	urn:lsid:marinespecies.org:taxname:129354	Animalia	Annelida	Polychaeta		Maldanidae	Metasychis	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Euduboscquella;Euduboscquella_crenulata;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Euduboscquella;Euduboscquella_crenulata;	species	Euduboscquella crenulata	Euduboscquella crenulata	urn:lsid:marinespecies.org:taxname:1728658	Chromista	Myzozoa	Dinophyceae	Coccidiniales	Euduboscquellaceae	Euduboscquella	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Leptocylindraceae;Leptocylindrus;Leptocylindrus_convexus;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Leptocylindraceae;Leptocylindrus;Leptocylindrus_convexus;		aphiaID	Leptocylindrus convexus	urn:lsid:marinespecies.org:taxname:839792	Chromista	Bacillariophyta	Bacillariophyceae	Leptocylindrales	Leptocylindraceae	Leptocylindrus	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Paulsenella;Paulsenella_vonstoschii;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Paulsenella;Paulsenella_vonstoschii;		aphiaID	Paulsenella vonstoschii	urn:lsid:marinespecies.org:taxname:109577	Chromista	Myzozoa	Dinophyceae	Coccidiniales	Chytriodiniaceae	Paulsenella	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Salvatoria;Salvatoria_kerguelensis;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Salvatoria;Salvatoria_kerguelensis;		aphiaID	Salvatoria kerguelensis	urn:lsid:marinespecies.org:taxname:338820	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Salvatoria	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira_mala;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira_mala;	genus	Thalassiosira	Thalassiosira	urn:lsid:marinespecies.org:taxname:148912	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Genus
Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Diplonemidae;Diplonema	Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Diplonemidae;Diplonema	family	Diplonemidae	Diplonemidae	urn:lsid:marinespecies.org:taxname:1736280	Protozoa	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae		Family
Eukaryota;TSAR;Stramenopiles;Gyrista;Gyrista_X;Gyrista_XX;MAST-2	Eukaryota;TSAR;Stramenopiles;Gyrista;Gyrista_X;Gyrista_XX;MAST-2	supergroup	TSAR	Biota	urn:lsid:marinespecies.org:taxname:1							
