full_tax	verbatimIdentification	old_taxonRank	old name	scientificName	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Unknown_Family; s__uncultured_organism	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Unknown_Family; s__uncultured_organism	class	Gammaproteobacteria	Gammaproteobacteria	urn:lsid:marinespecies.org:taxname:393018	Bacteria	Proteobacteria	Gammaproteobacteria				Class
d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__Bathyarchaeia; f__Bathyarchaeia; g__Bathyarchaeia; s__uncultured_archaeon	d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__Bathyarchaeia; f__Bathyarchaeia; g__Bathyarchaeia; s__uncultured_archaeon	phylum	Crenarchaeota	Crenarchaeota	urn:lsid:marinespecies.org:taxname:559440	Archaea	Crenarchaeota					Phylum
d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Candidatus_Nitrosopelagicus; s__archaeon_enrichment	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Candidatus_Nitrosopelagicus; s__archaeon_enrichment	family	Nitrosopumilaceae	Nitrosopumilaceae	urn:lsid:marinespecies.org:taxname:559432	Archaea	Thaumarchaeota	Thaumarchaeota incertae sedis	Nitrosopumilales	Nitrosopumilaceae		Family
d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__wb1-A12; s__uncultured_bacterium	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__wb1-A12; s__uncultured_bacterium	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20; s__Deltaproteobacteria_bacterium	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20; s__Deltaproteobacteria_bacterium	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__Oligoflexales; g__Oligoflexales; s__uncultured_bacterium	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__Oligoflexales; g__Oligoflexales; s__uncultured_bacterium	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j; s__uncultured_gamma	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j; s__uncultured_gamma	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Woesearchaeales; g__Woesearchaeales; s__metagenome	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Woesearchaeales; g__Woesearchaeales; s__metagenome	class	Nanoarchaeia	Nanoarchaeia	urn:lsid:marinespecies.org:taxname:1661068	Archaea	Nanoarchaeota	Nanoarchaeia				Class
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium; s__uncultured_Photobacterium	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium; s__uncultured_Photobacterium	genus	Photobacterium	Photobacterium	urn:lsid:marinespecies.org:taxname:393998	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Genus
d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Chisholmbacteria; f__Candidatus_Chisholmbacteria; g__Candidatus_Chisholmbacteria; s__uncultured_bacterium	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Chisholmbacteria; f__Candidatus_Chisholmbacteria; g__Candidatus_Chisholmbacteria; s__uncultured_bacterium	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Deinococcota; c__Deinococci; o__Thermales; f__Thermaceae; g__Meiothermus; s__uncultured_Deinococci	d__Bacteria; p__Deinococcota; c__Deinococci; o__Thermales; f__Thermaceae; g__Meiothermus; s__uncultured_Deinococci	genus	Meiothermus	Meiothermus	urn:lsid:marinespecies.org:taxname:571488	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Genus
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Kangiellaceae; g__Aliikangiella; s__uncultured_bacterium	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Kangiellaceae; g__Aliikangiella; s__uncultured_bacterium	order	Oceanospirillales	Oceanospirillales	urn:lsid:marinespecies.org:taxname:393021	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales			Order
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicomonadaceae; g__Endozoicomonas; s__uncultured_gamma	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicomonadaceae; g__Endozoicomonas; s__uncultured_gamma	genus	Endozoicomonas	Endozoicomonas	urn:lsid:marinespecies.org:taxname:570425	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	Genus
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__BD2-7; g__BD2-7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__BD2-7; g__BD2-7	class	Gammaproteobacteria	Gammaproteobacteria	urn:lsid:marinespecies.org:taxname:393018	Bacteria	Proteobacteria	Gammaproteobacteria				Class
d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Marine_Benthic_Group_A; f__Marine_Benthic_Group_A; g__Marine_Benthic_Group_A; s__uncultured_crenarchaeote	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Marine_Benthic_Group_A; f__Marine_Benthic_Group_A; g__Marine_Benthic_Group_A; s__uncultured_crenarchaeote	phylum	Crenarchaeota	Crenarchaeota	urn:lsid:marinespecies.org:taxname:559440	Archaea	Crenarchaeota					Phylum
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pir4_lineage; s__uncultured_planctomycete	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pir4_lineage; s__uncultured_planctomycete	family	Pirellulaceae	Pirellulaceae	urn:lsid:marinespecies.org:taxname:1730077	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae		Family
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Oceanobacterium; s__uncultured_bacterium	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Oceanobacterium; s__uncultured_bacterium	family	Rhodobacteraceae	Rhodobacteraceae	urn:lsid:marinespecies.org:taxname:393084	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Family
d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__uncultured; s__uncultured_Actinomycetales	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__uncultured; s__uncultured_Actinomycetales	family	Propionibacteriaceae	Propionibacteriaceae	urn:lsid:marinespecies.org:taxname:559759	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae		Family
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__uncultured; s__uncultured_Legionella	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__uncultured; s__uncultured_Legionella	family	Legionellaceae	Legionellaceae	urn:lsid:marinespecies.org:taxname:571334	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae		Family
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	genus	Paracoccus	Paracoccus	urn:lsid:marinespecies.org:taxname:393085	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Genus
d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_Alphaproteobacteria	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_Alphaproteobacteria	family	Bdellovibrionaceae	Bdellovibrionaceae	urn:lsid:marinespecies.org:taxname:570032	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae		Family
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HOC36; f__HOC36; g__HOC36; s__uncultured_sediment	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HOC36; f__HOC36; g__HOC36; s__uncultured_sediment	class	Gammaproteobacteria	Gammaproteobacteria	urn:lsid:marinespecies.org:taxname:393018	Bacteria	Proteobacteria	Gammaproteobacteria				Class
d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__S085; f__S085; g__S085	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__S085; f__S085; g__S085	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Psychrosphaera	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Psychrosphaera	family	Pseudoalteromonadaceae	Pseudoalteromonadaceae	urn:lsid:marinespecies.org:taxname:570323	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae		Family
d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Yanofskybacteria; f__Candidatus_Yanofskybacteria; g__Candidatus_Yanofskybacteria; s__uncultured_deep-sea	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Yanofskybacteria; f__Candidatus_Yanofskybacteria; g__Candidatus_Yanofskybacteria; s__uncultured_deep-sea	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marinoscillum; s__uncultured_Cytophagia	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marinoscillum; s__uncultured_Cytophagia	genus	Marinoscillum	Marinoscillum	urn:lsid:marinespecies.org:taxname:562006	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Marinoscillum	Genus
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__NKB5; f__NKB5; g__NKB5; s__uncultured_bacterium	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__NKB5; f__NKB5; g__NKB5; s__uncultured_bacterium	class	Gammaproteobacteria	Gammaproteobacteria	urn:lsid:marinespecies.org:taxname:393018	Bacteria	Proteobacteria	Gammaproteobacteria				Class
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Salinirepens; s__uncultured_Flavobacteriales	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Salinirepens; s__uncultured_Flavobacteriales	order	Flavobacteriales	Flavobacteriales	urn:lsid:marinespecies.org:taxname:559998	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales			Order
d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum	genus	Subdoligranulum	Subdoligranulum	urn:lsid:marinespecies.org:taxname:571451	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Genus
d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured; s__uncultured_deep-sea	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured; s__uncultured_deep-sea	order	Planctomycetales	Planctomycetales	urn:lsid:marinespecies.org:taxname:565462	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales			Order
d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__Kiritimatiellales; f__Kiritimatiellaceae; g__MSBL3; s__uncultured_bacterium	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__Kiritimatiellales; f__Kiritimatiellaceae; g__MSBL3; s__uncultured_bacterium	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Reichenbachiella; s__Reichenbachiella_agariperforans	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Reichenbachiella; s__Reichenbachiella_agariperforans	genus	Reichenbachiella	Reichenbachiella	urn:lsid:marinespecies.org:taxname:559921	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella	Genus
d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Rubritalea; s__uncultured_Verrucomicrobiaceae	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Rubritalea; s__uncultured_Verrucomicrobiaceae	genus	Rubritalea	Rubritalea	urn:lsid:marinespecies.org:taxname:564333	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Rubritalea	Genus
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Nitrosococcaceae; g__FS142-36B-02; s__uncultured_gamma	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Nitrosococcaceae; g__FS142-36B-02; s__uncultured_gamma	class	Gammaproteobacteria	Gammaproteobacteria	urn:lsid:marinespecies.org:taxname:393018	Bacteria	Proteobacteria	Gammaproteobacteria				Class
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Maribacter; s__Maribacter_sp.	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Maribacter; s__Maribacter_sp.	genus	Maribacter	Maribacter	urn:lsid:marinespecies.org:taxname:563899	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter	Genus
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Unknown_Family; s__uncultured_gamma	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Unknown_Family; s__uncultured_gamma	class	Gammaproteobacteria	Gammaproteobacteria	urn:lsid:marinespecies.org:taxname:393018	Bacteria	Proteobacteria	Gammaproteobacteria				Class
d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__uncultured; s__unidentified_marine	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__uncultured; s__unidentified_marine	family	Propionibacteriaceae	Propionibacteriaceae	urn:lsid:marinespecies.org:taxname:559759	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae		Family
d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Vallitalea; s__uncultured_bacterium	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Vallitalea; s__uncultured_bacterium	family	Lachnospiraceae	Lachnospiraceae	urn:lsid:marinespecies.org:taxname:570965	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Family
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Xanthobacter	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Xanthobacter	genus	Xanthobacter	Xanthobacter	urn:lsid:marinespecies.org:taxname:571518	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	Genus
d__Bacteria; p__Myxococcota; c__Polyangia; o__UASB-TL25; f__UASB-TL25; g__UASB-TL25; s__uncultured_Kofleriaceae	d__Bacteria; p__Myxococcota; c__Polyangia; o__UASB-TL25; f__UASB-TL25; g__UASB-TL25; s__uncultured_Kofleriaceae	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Edaphobaculum; s__Spumella-like_flagellate	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Edaphobaculum; s__Spumella-like_flagellate	family	Chitinophagaceae	Chitinophagaceae	urn:lsid:marinespecies.org:taxname:564101	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae		Family
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola; s__uncultured_marine	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola; s__uncultured_marine	genus	Fluviicola	Fluviicola	urn:lsid:marinespecies.org:taxname:559989	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Fluviicola	Genus
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Roseivirga; s__uncultured_bacterium	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Roseivirga; s__uncultured_bacterium	genus	Roseivirga	Roseivirga	urn:lsid:marinespecies.org:taxname:559927	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga	Genus
d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__P.palmC41; f__P.palmC41; g__P.palmC41	d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__P.palmC41; f__P.palmC41; g__P.palmC41	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__uncultured; g__uncultured	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__uncultured; g__uncultured	class	Alphaproteobacteria	Alphaproteobacteria	urn:lsid:marinespecies.org:taxname:392750	Bacteria	Proteobacteria	Alphaproteobacteria				Class
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Flammeovirgaceae; g__Rapidithrix	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Flammeovirgaceae; g__Rapidithrix	genus	Rapidithrix	Rapidithrix	urn:lsid:marinespecies.org:taxname:573101	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Rapidithrix	Genus
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__BD1-7_clade; s__marine_metagenome	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__BD1-7_clade; s__marine_metagenome	class	Gammaproteobacteria	Gammaproteobacteria	urn:lsid:marinespecies.org:taxname:393018	Bacteria	Proteobacteria	Gammaproteobacteria				Class
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Silicimonas	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Silicimonas	family	Rhodobacteraceae	Rhodobacteraceae	urn:lsid:marinespecies.org:taxname:393084	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Family
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__Lysobacter_sp.	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__Lysobacter_sp.	genus	Lysobacter	Lysobacter	urn:lsid:marinespecies.org:taxname:570886	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Genus
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__uncultured; s__uncultured_Eubacterium	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__uncultured; s__uncultured_Eubacterium	family	Clostridiaceae	Clostridiaceae	urn:lsid:marinespecies.org:taxname:393095	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		Family
d__Bacteria; p__Dadabacteria; c__Dadabacteriia; o__Dadabacteriales; f__Dadabacteriales; g__Dadabacteriales; s__uncultured_bacterium	d__Bacteria; p__Dadabacteria; c__Dadabacteriia; o__Dadabacteriales; f__Dadabacteriales; g__Dadabacteriales; s__uncultured_bacterium	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__Sinobacterium; s__uncultured_bacterium	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__Sinobacterium; s__uncultured_bacterium	class	Gammaproteobacteria	Gammaproteobacteria	urn:lsid:marinespecies.org:taxname:393018	Bacteria	Proteobacteria	Gammaproteobacteria				Class
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	family	Rhizobiaceae	Rhizobiaceae	urn:lsid:marinespecies.org:taxname:414879	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		Family
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_Bacteroidetes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_Bacteroidetes	order	Flavobacteriales	Flavobacteriales	urn:lsid:marinespecies.org:taxname:559998	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales			Order
d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Bradymonadales; f__Bradymonadales; g__Bradymonadales; s__unidentified_marine	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Bradymonadales; f__Bradymonadales; g__Bradymonadales; s__unidentified_marine	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_xinjiangensis	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_xinjiangensis	genus	Pseudomonas	Pseudomonas	urn:lsid:marinespecies.org:taxname:570642	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Genus
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Thalassobaculales; f__Nisaeaceae	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Thalassobaculales; f__Nisaeaceae	class	Alphaproteobacteria	Alphaproteobacteria	urn:lsid:marinespecies.org:taxname:392750	Bacteria	Proteobacteria	Alphaproteobacteria				Class
d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Puniceicoccaceae; g__Verruc-01; s__Verrucomicrobia_bacterium	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Puniceicoccaceae; g__Verruc-01; s__Verrucomicrobia_bacterium	family	Puniceicoccaceae	Puniceicoccaceae	urn:lsid:marinespecies.org:taxname:564177	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae		Family
d__Bacteria; p__Calditrichota; c__Calditrichia; o__Calditrichales; f__Calditrichaceae; g__Calditrichaceae	d__Bacteria; p__Calditrichota; c__Calditrichia; o__Calditrichales; f__Calditrichaceae; g__Calditrichaceae	domain	Bacteria	Bacteria	urn:lsid:marinespecies.org:taxname:6	Bacteria						Kingdom
d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__uncultured_bacterium	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__uncultured_bacterium	class	Clostridia	Clostridia	urn:lsid:marinespecies.org:taxname:565167	Bacteria	Firmicutes	Clostridia				Class
d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_deep-sea	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_deep-sea	class	Alphaproteobacteria	Alphaproteobacteria	urn:lsid:marinespecies.org:taxname:392750	Bacteria	Proteobacteria	Alphaproteobacteria				Class
d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49; s__metagenome	d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49; s__metagenome	phylum	Planctomycetota	Planctomycetota	urn:lsid:marinespecies.org:taxname:1730074	Bacteria	Planctomycetota					Phylum
